controllable,controllable,controllable,controllable,controllable,dynamic,output
2.002039700746536255e-01,1.493945717811584473e-01,4.782560467720031738e-01,2.744981944561004639e-01,3.122538328170776367e-01,6.113610469871856301e-01,-3.268130302429199219e+00
1.935694962739944458e-01,1.497397720813751221e-01,4.893771111965179443e-01,2.702762484550476074e-01,3.150210082530975342e-01,4.193417731226576906e-01,-2.134147405624389648e+00
4.045060575008392334e-01,8.814272284507751465e-01,7.801444530487060547e-01,5.731062293052673340e-01,1.897363215684890747e-01,1.307168333295557761e-01,-2.847045898437500000e+00
4.013133347034454346e-01,8.616874814033508301e-01,5.432706475257873535e-01,5.565760731697082520e-01,2.954754233360290527e-01,2.985855508476330522e-01,-1.302435755729675293e+00
4.025738835334777832e-01,8.697454929351806641e-01,5.724315643310546875e-01,5.632203221321105957e-01,2.857168316841125488e-01,2.684829612431629542e-01,-1.570229887962341309e+00
2.045192867517471313e-01,1.533538252115249634e-01,4.792564511299133301e-01,2.768399417400360107e-01,3.102530241012573242e-01,7.607574113284082395e-01,-3.057476520538330078e+00
2.009411603212356567e-01,1.496494263410568237e-01,4.774651527404785156e-01,2.749171853065490723e-01,3.119593858718872070e-01,6.337492971070045611e-01,-3.308033704757690430e+00
1.971671283245086670e-01,1.490193307399749756e-01,4.827386438846588135e-01,2.726903855800628662e-01,3.134523630142211914e-01,5.237222931488452193e-01,-2.890174627304077148e+00
4.041141569614410400e-01,8.790856599807739258e-01,6.835116744041442871e-01,5.710992813110351562e-01,2.391904443502426147e-01,1.881319643408266851e-01,-2.353970289230346680e+00
1.981679350137710571e-01,1.490457504987716675e-01,4.811148345470428467e-01,2.733017206192016602e-01,3.130555748939514160e-01,5.520040335554474709e-01,-3.046870708465576172e+00
2.031873017549514771e-01,1.512066274881362915e-01,4.767624139785766602e-01,2.761442661285400391e-01,3.109843134880065918e-01,7.081419709529945816e-01,-3.256228923797607422e+00
1.986039429903030396e-01,1.490835547447204590e-01,4.804405570030212402e-01,2.735643386840820312e-01,3.128837943077087402e-01,5.644997888207090586e-01,-3.106367588043212891e+00
1.913313418626785278e-01,1.517076045274734497e-01,4.945760369300842285e-01,2.684405744075775146e-01,3.163484930992126465e-01,3.396811628425198126e-01,-1.510161638259887695e+00
2.056742906570434570e-01,1.586921662092208862e-01,4.896512627601623535e-01,2.774304449558258057e-01,3.091078400611877441e-01,8.263415524520022482e-01,-2.663799762725830078e+00
1.922316402196884155e-01,1.505892574787139893e-01,4.922615587711334229e-01,2.692413926124572754e-01,3.157398998737335205e-01,3.754330110102050422e-01,-1.785391449928283691e+00
4.037052690982818604e-01,8.766810894012451172e-01,6.336909532546997070e-01,5.690536499023437500e-01,2.612419128417968750e-01,2.191375267558389184e-01,-2.050305843353271484e+00
2.048508226871490479e-01,1.542486399412155151e-01,4.807515144348144531e-01,2.770093977451324463e-01,3.100194036960601807e-01,7.761392510268706468e-01,-2.977638006210327148e+00
1.942572742700576782e-01,1.494767814874649048e-01,4.880223572254180908e-01,2.707666456699371338e-01,3.146958947181701660e-01,4.400752417113384385e-01,-2.297603607177734375e+00
4.030607342720031738e-01,8.727771639823913574e-01,5.915921926498413086e-01,5.657581090927124023e-01,2.785128951072692871e-01,2.512767557020829656e-01,-1.733898639678955078e+00
2.018319517374038696e-01,1.500933468341827393e-01,4.767933189868927002e-01,2.754108011722564697e-01,3.115917444229125977e-01,6.618953838562270375e-01,-3.321821689605712891e+00
2.022754698991775513e-01,1.503859162330627441e-01,4.766177535057067871e-01,2.756506204605102539e-01,3.114021122455596924e-01,6.763561253928930261e-01,-3.312987089157104492e+00
4.046145081520080566e-01,8.821529746055603027e-01,8.257392644882202148e-01,5.737361311912536621e-01,1.574559956789016724e-01,8.319395553591873993e-02,-3.115424633026123047e+00
1.959428340196609497e-01,1.491132080554962158e-01,4.848800003528594971e-01,2.719040811061859131e-01,3.139544725418090820e-01,4.888830826477572611e-01,-2.661949872970581055e+00
4.043817520141601562e-01,8.806600570678710938e-01,7.404428124427795410e-01,5.724452733993530273e-01,2.118081450462341309e-01,1.561962126412194396e-01,-2.644988298416137695e+00
1.918525844812393188e-01,1.509716063737869263e-01,4.931749403476715088e-01,2.689195275306701660e-01,3.159762322902679443e-01,3.614008069508533594e-01,-1.675798773765563965e+00
