evaluation,mae
2.000000000000000000e+00,2.254251160770654572e+00
1.000000000000000000e+01,8.828956317901611728e-01
2.000000000000000000e+01,1.135933569669723475e+00
3.000000000000000000e+01,2.139014172554015991e-01
4.000000000000000000e+01,1.675245547294616777e-01
5.000000000000000000e+01,1.661554765701293845e-01
6.000000000000000000e+01,1.658907604217529363e-01
7.000000000000000000e+01,1.657270669937133678e-01
8.000000000000000000e+01,1.655003690719604459e-01
9.000000000000000000e+01,1.652754592895507857e-01
1.000000000000000000e+02,1.652717757225036499e-01
