evaluation,mae
2.000000000000000000e+00,2.369077236056327695e+00
1.000000000000000000e+01,2.242648713588714759e+00
2.000000000000000000e+01,2.225347183942794960e+00
3.000000000000000000e+01,2.324473838806152326e+00
4.000000000000000000e+01,2.317446199059486567e+00
5.000000000000000000e+01,2.302336266040802215e+00
6.000000000000000000e+01,1.460345304012298673e+00
7.000000000000000000e+01,7.605219984054565341e-01
8.000000000000000000e+01,3.555273723602294655e-01
9.000000000000000000e+01,3.776307344436645730e-01
1.000000000000000000e+02,4.051882839202881059e-01
