evaluation,mae
2.000000000000000000e+00,2.356387050282210183e+00
1.000000000000000000e+01,2.359379165787249821e+00
2.000000000000000000e+01,2.348372879698872762e+00
3.000000000000000000e+01,2.346557262614369588e+00
4.000000000000000000e+01,2.346373736634850715e+00
5.000000000000000000e+01,2.329495841339230378e+00
6.000000000000000000e+01,2.217728745937347590e+00
7.000000000000000000e+01,2.069262916445731904e+00
8.000000000000000000e+01,2.072152900695800604e+00
9.000000000000000000e+01,1.022146153450012251e+00
1.000000000000000000e+02,3.517809009552002042e-01
