evaluation,mae
2.000000000000000000e+00,2.921622814536094737e+00
1.000000000000000000e+01,2.704801737070083423e+00
2.000000000000000000e+01,2.697472469806671214e+00
3.000000000000000000e+01,1.969938206672668501e+00
4.000000000000000000e+01,1.275811386108398393e+00
5.000000000000000000e+01,7.621374130249023438e-01
6.000000000000000000e+01,2.733392715454101632e-02
7.000000000000000000e+01,3.931095123291015320e-02
8.000000000000000000e+01,3.168537139892577820e-02
9.000000000000000000e+01,1.897201538085937361e-02
1.000000000000000000e+02,2.152580261230468625e-02
