evaluation,mae
2.000000000000000000e+00,2.545957706198096471e+00
1.000000000000000000e+01,2.548444829583167870e+00
2.000000000000000000e+01,2.478391168713569570e+00
3.000000000000000000e+01,2.118694434165954377e+00
4.000000000000000000e+01,9.280844736099242986e-01
5.000000000000000000e+01,7.875858211517333674e-01
6.000000000000000000e+01,1.023006371259689296e+00
7.000000000000000000e+01,1.028224967718124327e+00
8.000000000000000000e+01,1.042364968061447073e+00
9.000000000000000000e+01,1.073368845582008291e+00
1.000000000000000000e+02,6.261195516586304244e-01
