evaluation,mae
2.000000000000000000e+00,2.908856772780418432e+00
1.000000000000000000e+01,3.007540855705737926e+00
2.000000000000000000e+01,3.038768940260633933e+00
3.000000000000000000e+01,2.510086045265197630e+00
4.000000000000000000e+01,1.401658554077148455e+00
5.000000000000000000e+01,2.502246284484863081e-01
6.000000000000000000e+01,2.725049877166748069e-01
7.000000000000000000e+01,1.713066101074218681e-02
8.000000000000000000e+01,7.918052673339844028e-03
9.000000000000000000e+01,7.516899108886718715e-03
1.000000000000000000e+02,7.507410049438476701e-03
