evaluation,mae
2.000000000000000000e+00,2.705051485896110552e+00
1.000000000000000000e+01,2.159536836147308403e+00
2.000000000000000000e+01,5.188949394226074485e-01
3.000000000000000000e+01,1.663722133636474643e-01
4.000000000000000000e+01,9.986219406127930243e-02
5.000000000000000000e+01,7.250108718872069757e-02
6.000000000000000000e+01,2.830961227416992076e-02
7.000000000000000000e+01,1.073581695556640597e-02
8.000000000000000000e+01,5.853776931762695417e-03
9.000000000000000000e+01,5.801620483398437118e-03
1.000000000000000000e+02,5.701751708984375243e-03
