evaluation,mae
2.000000000000000000e+00,1.567349116802215558e+00
1.000000000000000000e+01,1.322278149127960267e+00
2.000000000000000000e+01,1.386859363317489713e+00
3.000000000000000000e+01,1.138963761329650826e+00
4.000000000000000000e+01,7.422640645503997270e-01
5.000000000000000000e+01,5.801470816135406716e-01
6.000000000000000000e+01,4.880405855178833185e-01
7.000000000000000000e+01,4.899391090869903431e-01
8.000000000000000000e+01,4.271238148212432861e-01
9.000000000000000000e+01,4.279334962368011586e-01
1.000000000000000000e+02,4.272682070732116699e-01
