evaluation,mae
2.000000000000000000e+00,1.607769031524658221e+00
1.000000000000000000e+01,1.333298032283782852e+00
2.000000000000000000e+01,1.037620754241943333e+00
3.000000000000000000e+01,2.414591598510742176e-01
4.000000000000000000e+01,2.297578763961792003e-01
5.000000000000000000e+01,2.433857154846191528e-01
6.000000000000000000e+01,2.512393712997436634e-01
7.000000000000000000e+01,2.258996105194091830e-01
8.000000000000000000e+01,2.227012681961059448e-01
9.000000000000000000e+01,2.272515201568603427e-01
1.000000000000000000e+02,2.289054250717162953e-01
