evaluation,mae
2.000000000000000000e+00,2.588834582939743889e+00
1.000000000000000000e+01,2.575754302591085398e+00
2.000000000000000000e+01,2.430346925258636492e+00
3.000000000000000000e+01,2.574889586344361270e+00
4.000000000000000000e+01,2.396410265266895490e+00
5.000000000000000000e+01,2.424398787319660187e+00
6.000000000000000000e+01,2.453471075594425344e+00
7.000000000000000000e+01,2.462058290094137014e+00
8.000000000000000000e+01,2.463988728970289088e+00
9.000000000000000000e+01,2.444302674457430768e+00
1.000000000000000000e+02,2.441442364230752116e+00
