evaluation,mape
2.000000000000000000e+00,8.885501069722203660e-01
1.000000000000000000e+01,8.419486804627728249e-01
2.000000000000000000e+01,7.594117234042037090e-01
3.000000000000000000e+01,3.325659053275474286e-01
4.000000000000000000e+01,4.622318479782018819e-01
5.000000000000000000e+01,2.563856227906690100e-01
6.000000000000000000e+01,2.347796233885562911e-01
7.000000000000000000e+01,1.418531121974749565e-01
8.000000000000000000e+01,1.125330725235822588e-01
9.000000000000000000e+01,9.922559497472818735e-02
1.000000000000000000e+02,4.266600343208222512e-02
