evaluation,mape
2.000000000000000000e+00,8.607111743359467937e-01
1.000000000000000000e+01,6.947371107886343156e-01
2.000000000000000000e+01,7.050180719289326214e-01
3.000000000000000000e+01,8.265588161418739865e-01
4.000000000000000000e+01,6.387526067098574512e-01
5.000000000000000000e+01,2.696772292784921921e-01
6.000000000000000000e+01,1.966360576261024506e-01
7.000000000000000000e+01,8.603820399020202514e-02
8.000000000000000000e+01,1.341353738726027908e-02
9.000000000000000000e+01,5.312493796738114449e-03
1.000000000000000000e+02,4.993902083541706255e-03
