evaluation,mape
2.000000000000000000e+00,9.963469948705707679e-01
1.000000000000000000e+01,6.414101997961689783e-01
2.000000000000000000e+01,4.396370033214521689e-01
3.000000000000000000e+01,3.825034571330055977e-01
4.000000000000000000e+01,7.345580594026762666e-02
5.000000000000000000e+01,7.643744262149823609e-02
6.000000000000000000e+01,4.210696697195794730e-02
7.000000000000000000e+01,2.734550456038001981e-02
8.000000000000000000e+01,2.359837192642733061e-02
9.000000000000000000e+01,2.012371202497462153e-02
1.000000000000000000e+02,1.235444620267122512e-02
