evaluation,mae
2.000000000000000000e+00,2.111950291395187307e+00
1.000000000000000000e+01,5.265645599365234020e-01
2.000000000000000000e+01,5.184200763702392356e-01
3.000000000000000000e+01,2.215104794502258390e-01
4.000000000000000000e+01,2.249413037300109774e-01
5.000000000000000000e+01,2.332923984527587868e-01
6.000000000000000000e+01,2.315809679031372026e-01
7.000000000000000000e+01,2.307502889633178678e-01
8.000000000000000000e+01,2.304680180549621704e-01
9.000000000000000000e+01,1.677617979049682573e-01
1.000000000000000000e+02,1.645574665069580167e-01
