controllable,controllable,controllable,controllable,controllable,dynamic,output
1.930626481771469116e-01,1.499980092048645020e-01,4.904312789440155029e-01,2.698983252048492432e-01,3.152767419815063477e-01,4.034886466873270350e-01,-2.007944583892822266e+00
1.916680932044982910e-01,1.511966735124588013e-01,4.936449527740478516e-01,2.687563896179199219e-01,3.161002695560455322e-01,3.541409947670470237e-01,-1.619822144508361816e+00
1.910343468189239502e-01,1.523326486349105835e-01,4.955193400382995605e-01,2.681320011615753174e-01,3.166070282459259033e-01,3.248918158084039831e-01,-1.400986671447753906e+00
4.046328961849212646e-01,8.822941780090332031e-01,8.354344367980957031e-01,5.738582015037536621e-01,1.490433216094970703e-01,6.570785988763841456e-02,-3.170334339141845703e+00
4.040285646915435791e-01,8.785802721977233887e-01,6.702897548675537109e-01,5.706672072410583496e-01,2.451837956905364990e-01,1.958486495583875442e-01,-2.279558658599853516e+00
1.940201222896575928e-01,1.495563387870788574e-01,4.884911179542541504e-01,2.705985307693481445e-01,3.148068487644195557e-01,4.329346546513960226e-01,-2.241641521453857422e+00
1.927030086517333984e-01,1.502199769020080566e-01,4.912014603614807129e-01,2.696190476417541504e-01,3.154710233211517334e-01,3.916341808179103490e-01,-1.913568973541259766e+00
1.967418044805526733e-01,1.490367501974105835e-01,4.834736883640289307e-01,2.724201083183288574e-01,3.136269748210906982e-01,5.115209450830298099e-01,-2.814180850982666016e+00
1.908489912748336792e-01,1.528882682323455811e-01,4.962268769741058350e-01,2.679117918014526367e-01,3.168047070503234863e-01,3.136713357878272435e-01,-1.320481419563293457e+00
4.034204483032226562e-01,8.749744296073913574e-01,6.116768717765808105e-01,5.676093697547912598e-01,2.704728245735168457e-01,2.350837459056752676e-01,-1.892335295677185059e+00
4.045126438140869141e-01,8.814679980278015137e-01,7.825323343276977539e-01,5.731410384178161621e-01,1.882791668176651001e-01,1.289452952821992238e-01,-2.859792470932006836e+00
4.044100642204284668e-01,8.808279037475585938e-01,7.484208345413208008e-01,5.725901722908020020e-01,2.076575160026550293e-01,1.515247516156126295e-01,-2.684425830841064453e+00
1.922104805707931519e-01,1.506080925464630127e-01,4.923261404037475586e-01,2.692191004753112793e-01,3.157557845115661621e-01,3.744518549655597717e-01,-1.777677655220031738e+00
4.028529822826385498e-01,8.714903593063354492e-01,5.825461149215698242e-01,5.646786689758300781e-01,2.819786071777343750e-01,2.591694891562005276e-01,-1.658076763153076172e+00
4.010859727859497070e-01,8.602147102355957031e-01,5.397137999534606934e-01,5.553779602050781250e-01,2.965459227561950684e-01,3.026039257229582446e-01,-1.268951416015625000e+00
4.041552543640136719e-01,8.793243765830993652e-01,6.904685497283935547e-01,5.713030695915222168e-01,2.359984219074249268e-01,1.841706985049053613e-01,-2.391693592071533203e+00
4.046179056167602539e-01,8.821854591369628906e-01,8.279250860214233398e-01,5.737635493278503418e-01,1.556242555379867554e-01,7.966481450777770923e-02,-3.128563642501831055e+00
4.046452641487121582e-01,8.823861479759216309e-01,8.419030308723449707e-01,5.739384293556213379e-01,1.430232673883438110e-01,5.059078870236489306e-02,-3.196646451950073242e+00
1.952596753835678101e-01,1.492209583520889282e-01,4.861245453357696533e-01,2.714553177356719971e-01,3.142482042312622070e-01,4.692887374760127406e-01,-2.520470380783081055e+00
4.045751988887786865e-01,8.818821310997009277e-01,8.078274726867675781e-01,5.734992623329162598e-01,1.713792085647583008e-01,1.062947310733506623e-01,-3.005133152008056641e+00
1.945074498653411865e-01,1.493992060422897339e-01,4.875431954860687256e-01,2.709393799304962158e-01,3.145826458930969238e-01,4.474339531264027170e-01,-2.354773044586181641e+00
4.022646248340606689e-01,8.677827119827270508e-01,5.632218718528747559e-01,5.615929961204528809e-01,2.889801859855651855e-01,2.774588331295912425e-01,-1.487558364868164062e+00
1.956099271774291992e-01,1.491573601961135864e-01,4.854820966720581055e-01,2.716874182224273682e-01,3.140977323055267334e-01,4.793528830726236367e-01,-2.594119071960449219e+00
4.036534428596496582e-01,8.763747215270996094e-01,6.291626095771789551e-01,5.687937140464782715e-01,2.631620168685913086e-01,2.222923145321873684e-01,-2.019009828567504883e+00
4.044669270515441895e-01,8.811774849891662598e-01,7.662530541419982910e-01,5.728909373283386230e-01,1.978977024555206299e-01,1.404010618257187648e-01,-2.774192094802856445e+00
