evaluation,mae
2.000000000000000000e+00,2.554346256852149999e+00
1.000000000000000000e+01,2.357274895906448453e+00
2.000000000000000000e+01,2.242725324630737482e+00
3.000000000000000000e+01,1.637649680674076125e+00
4.000000000000000000e+01,1.232004712820053083e+00
5.000000000000000000e+01,1.222072339057922452e+00
6.000000000000000000e+01,9.398905014991760787e-01
7.000000000000000000e+01,9.320035338401794212e-01
8.000000000000000000e+01,9.072090911865234863e-01
9.000000000000000000e+01,1.051506326198577979e+00
1.000000000000000000e+02,1.114121520519256503e+00
