evaluation,mae
2.000000000000000000e+00,2.328380044698715068e+00
1.000000000000000000e+01,1.910182149410247776e+00
2.000000000000000000e+01,1.860165698528289724e+00
3.000000000000000000e+01,1.136701946258544815e+00
4.000000000000000000e+01,8.454428029060363503e-01
5.000000000000000000e+01,1.174706816673278809e-01
6.000000000000000000e+01,6.984106779098510354e-02
7.000000000000000000e+01,6.812166213989258312e-02
8.000000000000000000e+01,6.830461263656616155e-02
9.000000000000000000e+01,6.761255264282226007e-02
1.000000000000000000e+02,8.116538047790528010e-02
