controllable,controllable,controllable,controllable,controllable,dynamic,output
5.593921436059010599e-01,7.793986277759359371e-01,7.607513476061934510e-01,7.418045089855520580e-01,8.238963858468325574e-01,5.302448755518724965e-01,5.180790168191292538e-02
6.952888965606689453e-01,7.863736748695373535e-01,6.079140901565551758e-01,8.037718534469604492e-01,6.141040325164794922e-01,5.612028837203979492e-01,1.539090182632207870e-02
9.889969229698181152e-02,4.086688458919525146e-01,2.184084802865982056e-02,7.412493228912353516e-02,3.546888008713722229e-02,5.541337132453918457e-01,3.112539947032928467e-01
2.272484600543975830e-01,3.566146492958068848e-01,3.341051638126373291e-01,3.219501078128814697e-01,6.721790879964828491e-02,6.112599372863769531e-01,1.046553969383239746e+00
2.823208570480346680e-01,3.359649777412414551e-01,4.592889249324798584e-01,4.202404022216796875e-01,8.031366020441055298e-02,6.472879648208618164e-01,1.066886186599731445e+00
1.000000000000000000e+00,3.456370532512664795e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.469729781150817871e-01,4.173013148829340935e-04
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.711170554161071777e-01,1.000000000000000000e+00,6.760718226432800293e-01,1.154591445811092854e-04
7.636221647262573242e-01,3.185367286205291748e-01,4.221494495868682861e-01,8.296782374382019043e-01,0.000000000000000000e+00,7.372148036956787109e-01,3.445419669151306152e-02
2.550700306892395020e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.597909331321716309e-01,8.848713478073477745e-04
1.393299698829650879e-01,1.280654668807983398e-01,3.302094638347625732e-01,4.035044908523559570e-01,0.000000000000000000e+00,6.163316965103149414e-01,5.927480459213256836e-01
2.590105533599853516e-01,0.000000000000000000e+00,9.886732101440429688e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.906560659408569336e-01,3.537495434284210205e-02
2.858040928840637207e-01,4.323045015335083008e-01,3.685390651226043701e-01,3.078566789627075195e-01,0.000000000000000000e+00,7.066343426704406738e-01,5.330460667610168457e-01
3.146671950817108154e-01,1.000000000000000000e+00,1.000000000000000000e+00,4.479245543479919434e-01,1.000000000000000000e+00,7.869738936424255371e-01,1.950580859556794167e-03
