controllable,controllable,controllable,controllable,controllable,dynamic,output
1.973600983619689941e-01,1.490195691585540771e-01,4.824255406856536865e-01,2.728066146373748779e-01,3.133769631385803223e-01,5.290212885369579565e-01,-2.921692132949829102e+00
2.038029730319976807e-01,1.519946008920669556e-01,4.774335920810699463e-01,2.764670550823211670e-01,3.106752038002014160e-01,7.310201273503793562e-01,-3.184949398040771484e+00
2.054278999567031860e-01,1.567360460758209229e-01,4.855281710624694824e-01,2.773046195507049561e-01,3.094758093357086182e-01,8.081400845498546426e-01,-2.785779953002929688e+00
1.992220878601074219e-01,1.491707712411880493e-01,4.795362949371337891e-01,2.739300131797790527e-01,3.126402795314788818e-01,5.824016148059598663e-01,-3.180063962936401367e+00
1.980444341897964478e-01,1.490390002727508545e-01,4.813069999217987061e-01,2.732279002666473389e-01,3.131029605865478516e-01,5.485509504116083956e-01,-3.029325008392333984e+00
2.016010582447052002e-01,1.499624848365783691e-01,4.769294559955596924e-01,2.752836048603057861e-01,3.116885721683502197e-01,6.544767108204060380e-01,-3.322161674499511719e+00
2.123332768678665161e-01,2.957168817520141602e-01,7.231803536415100098e-01,2.808770537376403809e-01,2.712224125862121582e-01,9.157553886440397140e-01,-2.023009300231933594e+00
2.051988095045089722e-01,1.555429250001907349e-01,4.831453859806060791e-01,2.771877050399780273e-01,3.097226023674011230e-01,7.943388842052028220e-01,-2.872427701950073242e+00
2.025451511144638062e-01,1.505926251411437988e-01,4.765805900096893311e-01,2.757984697818756104e-01,3.112832009792327881e-01,6.855118607810128939e-01,-3.301846981048583984e+00
1.969193071126937866e-01,1.490295529365539551e-01,4.831706881523132324e-01,2.725306451320648193e-01,3.135545253753662109e-01,5.165210816397278748e-01,-2.845880985260009766e+00
2.007417827844619751e-01,1.495724022388458252e-01,4.776612818241119385e-01,2.748043239116668701e-01,3.120391964912414551e-01,6.276401879228022951e-01,-3.299658298492431641e+00
2.022626101970672607e-01,1.503758877515792847e-01,4.766221940517425537e-01,2.756461799144744873e-01,3.114069402217864990e-01,6.760130159694806018e-01,-3.313321352005004883e+00
2.057498991489410400e-01,1.742653250694274902e-01,5.238655209541320801e-01,2.774880826473236084e-01,3.065963089466094971e-01,8.894955925496541571e-01,-2.197451353073120117e+00
1.984912008047103882e-01,1.490719616413116455e-01,4.806160628795623779e-01,2.734955847263336182e-01,3.129280805587768555e-01,5.612197270046482833e-01,-3.091369628906250000e+00
2.048563212156295776e-01,1.542677432298660278e-01,4.807811081409454346e-01,2.770122885704040527e-01,3.100154101848602295e-01,7.764123773594886480e-01,-2.976142168045043945e+00
2.058594673871994019e-01,1.698253452777862549e-01,5.142739415168762207e-01,2.775366306304931641e-01,3.073011934757232666e-01,8.795412827082099705e-01,-2.273275375366210938e+00
2.042771577835083008e-01,1.528179645538330078e-01,4.784646630287170410e-01,2.767133414745330811e-01,3.104068338871002197e-01,7.501642537008903489e-01,-3.107136487960815430e+00
2.058781236410140991e-01,1.622634083032608032e-01,4.975063800811767578e-01,2.775363028049468994e-01,3.084997534751892090e-01,8.502532714949873061e-01,-2.492985963821411133e+00
2.002438604831695557e-01,1.494065374135971069e-01,4.782085120677947998e-01,2.745218575000762939e-01,3.122378587722778320e-01,6.125705021484459945e-01,-3.270927906036376953e+00
2.056875526905059814e-01,1.588359177112579346e-01,4.899612367153167725e-01,2.774375975131988525e-01,3.090820610523223877e-01,8.275079348433473925e-01,-2.655720233917236328e+00
2.059137523174285889e-01,1.658322364091873169e-01,5.054588913917541504e-01,2.775583863258361816e-01,3.079289197921752930e-01,8.666535029406230439e-01,-2.370898485183715820e+00
2.033075541257858276e-01,1.513370871543884277e-01,4.768468737602233887e-01,2.762060761451721191e-01,3.109282255172729492e-01,7.123484372770954032e-01,-3.244976758956909180e+00
2.044548541307449341e-01,1.532007455825805664e-01,4.790242314338684082e-01,2.768059670925140381e-01,3.102954924106597900e-01,7.578677999191056891e-01,-3.071468830108642578e+00
2.011407017707824707e-01,1.497356146574020386e-01,4.772830009460449219e-01,2.750279307365417480e-01,3.118778169155120850e-01,6.399568413174457904e-01,-3.314587831497192383e+00
1.994466185569763184e-01,1.492114663124084473e-01,4.792253375053405762e-01,2.740616798400878906e-01,3.125525712966918945e-01,5.889476975507454970e-01,-3.203433752059936523e+00
