evaluation,mae
2.000000000000000000e+00,2.822772676050663065e+00
1.000000000000000000e+01,1.989630349874496495e+00
2.000000000000000000e+01,1.164647071361541775e+00
3.000000000000000000e+01,9.711200332641601873e-01
4.000000000000000000e+01,2.824145317077636844e-02
5.000000000000000000e+01,8.668752670288086548e-02
6.000000000000000000e+01,6.299530982971190962e-02
7.000000000000000000e+01,3.576126098632812639e-02
8.000000000000000000e+01,3.458832740783691212e-02
9.000000000000000000e+01,2.989640235900879045e-02
1.000000000000000000e+02,2.867396354675293135e-02
