evaluation,mae
2.000000000000000000e+00,1.626486678123474139e+00
1.000000000000000000e+01,6.444104623794555398e-01
2.000000000000000000e+01,7.551410198211669922e-01
3.000000000000000000e+01,3.431212043762206787e-01
4.000000000000000000e+01,4.040814447402953924e-01
5.000000000000000000e+01,4.011967992782592973e-01
6.000000000000000000e+01,3.992850589752197088e-01
7.000000000000000000e+01,2.920336246490478627e-01
8.000000000000000000e+01,2.684980440139770330e-01
9.000000000000000000e+01,2.764719963073730691e-01
1.000000000000000000e+02,2.773202896118164285e-01
