evaluation,mae
2.000000000000000000e+00,2.096487023830413854e+00
1.000000000000000000e+01,1.517941279411315847e+00
2.000000000000000000e+01,1.568326930999755842e+00
3.000000000000000000e+01,1.003532972335815510e+00
4.000000000000000000e+01,5.005792760848999379e-01
5.000000000000000000e+01,1.116328573226928744e-01
6.000000000000000000e+01,1.115826129913330134e-01
7.000000000000000000e+01,8.922523975372315119e-02
8.000000000000000000e+01,4.180883407592773243e-02
9.000000000000000000e+01,2.864932060241699371e-02
1.000000000000000000e+02,2.703413009643554701e-02
