evaluation,mae
2.000000000000000000e+00,2.259366562366485809e+00
1.000000000000000000e+01,1.040342149734497124e+00
2.000000000000000000e+01,7.047737884521484419e-01
3.000000000000000000e+01,6.659310340881346990e-02
4.000000000000000000e+01,3.027159690856933566e-02
5.000000000000000000e+01,3.541312217712402205e-02
6.000000000000000000e+01,3.771247863769531389e-02
7.000000000000000000e+01,3.781732559204101229e-02
8.000000000000000000e+01,3.503468513488769420e-02
9.000000000000000000e+01,2.979122161865234431e-02
1.000000000000000000e+02,3.087807655334472504e-02
